2019-08-02 10:17:31,"b'RT @TravelAgentMall: Get Exclusive Airfare Deals on United Airlines From USA\n\nTo #Europe, #Asia, #MiddleEast, #SouthPacific, #Africa\n\nBook\xe2\x80\xa6'"
2019-08-02 09:09:37,b'@united As a former employee of this company. I can say with 100% Honesty that #UnitedAirlines does not care for th\xe2\x80\xa6 https://t.co/MLHnckpcfK'
2019-08-02 08:25:06,b'@ChrisO_oRobin @SpiritAirlines Ohhh gurl that sounds like a HOT ass mess and I\xe2\x80\x99m so sorry you had to go through tha\xe2\x80\xa6 https://t.co/Z6i1oZ6mBN'
2019-08-02 08:00:03,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-02 07:08:15,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-02 07:02:17,b'Worthy #education #learn4life advice by RickJetter: Which airline snack do you like the best? #Delta\xe2\x80\xa6 https://t.co/Pc2Uxndghy'
2019-08-02 06:07:34,b'RT @AyanaLCZ: Is #UnitedAirlines as bad as #spiritairlines ? Lol flight delayed 3 hours \xf0\x9f\x98\x8f i don\xe2\x80\x99t leave until 1:50am (maybe).'
2019-08-02 06:05:49,b'Is #UnitedAirlines as bad as #spiritairlines ? Lol flight delayed 3 hours \xf0\x9f\x98\x8f i don\xe2\x80\x99t leave until 1:50am (maybe).'
2019-08-02 05:23:17,b'#UnitedAirlines take accountability for your actions!!!! My mother has medical.issues and is told she needs to wait\xe2\x80\xa6 https://t.co/7QC4QDgobj'
2019-08-02 05:14:14,b'#UnitedAirlines has my elderly mother waiting over 24 hours to take a flight she paid more than $1400 for and makin\xe2\x80\xa6 https://t.co/flXl1mNSCt'
2019-08-02 05:13:13,b'#UnitedAirlines come on!!!! Fix this situation!'
2019-08-02 05:08:56,b'#UnitedAirlines you lied to an elderly woman!!! Are you proud of yourselves!!!!'
2019-08-02 05:06:24,b'#UnitedAirlines  get my mother to her final destination ASAP!'
2019-08-02 05:05:28,b'#UnitedAirlines my elderly mother is stranded in Washington DC because of you!!! Please do something!!!!!!!'
2019-08-02 04:53:11,"b'So now the airplane\xe2\x80\x99s ready, but we\xe2\x80\x99re apparently waiting for a flight attendant.  What...she didn\xe2\x80\x99t have enough ti\xe2\x80\xa6 https://t.co/Sgm40kMHzN'"
2019-08-02 04:46:38,"b""RT @TheMokPope: Hey @united ! My friend @RachelBrown49 and her son left korea on WEDNESDAY and STILL haven't made it home! She's going on 5\xe2\x80\xa6"""
2019-08-02 04:43:27,b'Why do you make it so hard to take a redeye nowadays! #UnitedAirlines #delayedflight'
